iter	Logloss
322	0.4758363691
323	0.4757799251
324	0.4750776975
325	0.474589271
326	0.474254912
327	0.4736240137
328	0.4730303394
329	0.4727892958
330	0.4722139017
331	0.4719199871
332	0.4716655246
333	0.4708820598
334	0.4708308725
335	0.470365057
336	0.4700883435
337	0.4693345579
338	0.4690229099
339	0.4687278045
340	0.4684487286
341	0.4680768299
342	0.4673862053
343	0.4668868985
344	0.466549903
345	0.4658656008
346	0.4651575349
347	0.4639519741
348	0.4638920835
349	0.4631541997
350	0.4630790439
351	0.4628937362
352	0.4624508278
353	0.4620559474
354	0.4615174155
355	0.4612963883
356	0.4607504371
357	0.4597899836
358	0.4594378468
359	0.4589661199
360	0.4584391142
361	0.4579393036
362	0.4576685604
363	0.4568439004
364	0.4562029936
365	0.4560499627
366	0.4559170734
367	0.4554496719
368	0.4548860877
369	0.4541389801
370	0.4541019505
371	0.4536467222
372	0.4530419766
373	0.4525879445
374	0.4525506601
375	0.4517943485
376	0.4508852749
377	0.4500026568
378	0.4494291489
379	0.4493949781
380	0.4487342378
381	0.4486993597
382	0.4486661083
383	0.4485627583
384	0.4485300349
385	0.4475394683
386	0.4470165838
387	0.4469110635
388	0.4468165678
389	0.4465828957
390	0.4461731055
391	0.4457040072
392	0.4456736064
393	0.445110761
394	0.4445583766
395	0.4442230771
396	0.4439182869
397	0.4436279723
398	0.4435651685
399	0.4431366487
400	0.4427083812
401	0.4422541085
402	0.4419345309
403	0.4414223117
404	0.4410832757
405	0.4408121651
406	0.4407854266
407	0.4400880166
408	0.4398733847
409	0.4393600092
410	0.4391285685
411	0.4384355883
412	0.4384103508
413	0.4379728922
414	0.4379480942
415	0.4375150177
416	0.4372910582
417	0.4368853988
418	0.4368609454
419	0.4361883043
420	0.4357613296
421	0.4355949206
422	0.4348800015
423	0.4344918806
424	0.4343125404
425	0.43342917
426	0.4328678454
427	0.432702626
428	0.4326701845
429	0.4323902034
430	0.431605432
431	0.431007119
432	0.4303991926
433	0.4297234167
434	0.4291825863
435	0.4286084643
436	0.4279291378
437	0.427873803
438	0.4278162821
439	0.4275447818
440	0.4269621152
441	0.4263346757
442	0.4257956177
443	0.4254089766
444	0.4253826881
445	0.4251550237
446	0.4250777398
447	0.4246074422
448	0.4241994391
449	0.4238737981
450	0.42356853
451	0.4232063447
452	0.4225345297
453	0.4218983386
454	0.42144166
455	0.4210174937
456	0.4209436938
457	0.4205297975
458	0.4200995154
459	0.4200535965
460	0.4200371168
461	0.4196328139
462	0.4193142542
463	0.4190013773
464	0.4189854051
465	0.4183740602
466	0.4180024992
467	0.4177146136
468	0.4171048692
469	0.4170631696
470	0.4167799618
471	0.4163580631
472	0.4160753387
473	0.4156614613
474	0.4149717353
475	0.4145699458
476	0.4140990016
477	0.4134320507
478	0.4132741057
479	0.4132601062
480	0.4129287404
481	0.412138816
482	0.4115783993
483	0.4114459744
484	0.4111242256
485	0.4105710195
486	0.4101371516
487	0.4100201863
488	0.4097602317
489	0.4093514467
490	0.4093388065
491	0.4089756843
492	0.4085628811
493	0.40804266
494	0.4076460403
495	0.4070984347
496	0.4068687513
497	0.4067182585
498	0.4063569573
499	0.4063384455
500	0.406300739
501	0.4054456104
502	0.4047303861
503	0.4045280816
504	0.4040105957
505	0.403771639
506	0.4035398176
507	0.4028963114
508	0.4026361035
509	0.402344849
510	0.4017545379
511	0.4017440512
512	0.4012947381
513	0.4009003386
514	0.4008101206
515	0.4006815272
516	0.4001757874
517	0.3998298442
518	0.3998199613
519	0.3995069534
520	0.3991954186
521	0.3989517715
522	0.3982188821
523	0.3975888059
524	0.3970217841
525	0.3967733711
526	0.3967357335
527	0.3958850533
528	0.3954992183
529	0.3948620727
530	0.3943928742
531	0.3942117806
532	0.3939767603
533	0.3935392552
534	0.3929163024
535	0.3924170928
536	0.3921904418
537	0.3917812785
538	0.3914830195
539	0.3912830691
540	0.390744563
541	0.3901810816
542	0.3897191917
543	0.3897116337
544	0.3894050138
545	0.3887581763
546	0.3885204179
547	0.3882002027
548	0.3877889771
549	0.3874309485
550	0.3871201531
551	0.3866617206
552	0.3860348451
553	0.3856725362
554	0.3853376491
555	0.3847359895
556	0.3844983425
557	0.3843954748
558	0.3839567112
559	0.3838338154
560	0.3833209096
561	0.3827495558
562	0.3825014637
563	0.3824732254
564	0.382084227
565	0.3817525231
566	0.3815707966
567	0.3809710563
568	0.3808855804
569	0.3804491244
570	0.3802288554
571	0.3802092582
572	0.3796491271
573	0.3795780299
574	0.3791465451
575	0.3788460377
576	0.3781449702
577	0.3776483659
578	0.377637276
579	0.3775982429
580	0.3775929379
581	0.3772540426
582	0.3769490975
583	0.3767145611
584	0.3762455221
585	0.3758492479
586	0.3757954945
587	0.3751898182
588	0.3747041139
589	0.3744237503
590	0.3739918121
591	0.3737897531
592	0.373080377
593	0.3726914798
594	0.3724246923
595	0.37206977
596	0.3718599777
597	0.3715851425
598	0.3711589503
599	0.3708143331
600	0.370006583
601	0.3695680004
602	0.3695637028
603	0.3692876127
604	0.3687732138
605	0.3683448092
606	0.3678480129
607	0.3676614102
608	0.3671547154
609	0.3668534327
610	0.3663565176
611	0.3660173004
612	0.3654488072
613	0.3652961652
614	0.3647948705
615	0.3643146236
616	0.3640143932
617	0.3638079865
618	0.3634658485
619	0.3627495612
620	0.3624318163
621	0.3623842794
622	0.3619884363
623	0.3616476107
624	0.3611385039
625	0.3609612722
626	0.3606413763
627	0.3603714819
628	0.3603678465
629	0.359951739
630	0.3595840831
631	0.3592885306
632	0.359013151
633	0.3589491526
634	0.3588450544
635	0.3584755091
636	0.3580640989
637	0.3577015344
638	0.3574981421
639	0.3572925673
640	0.3570417477
641	0.3568061023
642	0.3564005537
643	0.3560714535
644	0.355761991
645	0.3557592581
646	0.3550858013
647	0.3549633823
648	0.3546180613
649	0.3545971346
650	0.3542298559
651	0.3539708294
652	0.3538900353
653	0.3536969955
654	0.3536451522
655	0.3532355233
656	0.3528826621
657	0.352582308
658	0.3520093065
659	0.3517466653
660	0.3513786816
661	0.3509748133
662	0.3505591399
663	0.3504428721
664	0.3501516753
665	0.3498781426
666	0.3496323591
667	0.3493740012
668	0.3490915991
669	0.3488166254
670	0.3481433228
671	0.3478533455
672	0.3477090502
673	0.3470711704
674	0.3464793373
675	0.3461430369
676	0.3460876265
677	0.3457858633
678	0.3455801722
679	0.345518891
680	0.34482744
681	0.3444308167
682	0.3444289399
683	0.3439968617
684	0.3436744925
685	0.3434427478
686	0.3433578131
687	0.343316536
688	0.3431654388
689	0.342888013
690	0.3424582403
691	0.342226997
692	0.3417835369
693	0.3412643592
694	0.3408726223
695	0.3405476768
696	0.3403817229
697	0.3402059095
698	0.3397956936
699	0.3393928573
700	0.3388560406
701	0.3387310744
702	0.3385060469
703	0.3383521005
704	0.3381351447
705	0.3376828261
706	0.3371917288
707	0.3368608172
708	0.3366537321
709	0.3365031416
710	0.3361454875
711	0.3355938519
712	0.3352299345
713	0.3346584153
714	0.3341993912
715	0.3338493715
716	0.333546742
717	0.3333215369
718	0.3332735669
719	0.3331551198
720	0.3327847947
721	0.3324474392
722	0.3324239429
723	0.3323834558
724	0.3319030879
725	0.3316137939
726	0.3314822735
727	0.3311315474
728	0.3306263868
729	0.330067697
730	0.3297489065
731	0.3294548025
732	0.32943285
733	0.329094846
734	0.3286682275
735	0.3284425524
736	0.3281213526
737	0.327640284
738	0.3271939446
739	0.3268319062
740	0.3265503456
741	0.3261740091
742	0.3260688174
743	0.3260121142
744	0.3259170667
745	0.3253853051
746	0.3248356867
747	0.3247474186
748	0.3247219001
749	0.3242991051
750	0.3241683497
751	0.3239207167
752	0.3235584219
753	0.323053228
754	0.3228138747
755	0.3227595755
756	0.3225807054
757	0.3222537765
758	0.3220516879
759	0.3216232672
760	0.3213551711
761	0.3210621599
762	0.3208589188
763	0.3206601846
764	0.3205100794
765	0.3198893733
766	0.3197646305
767	0.3194013446
768	0.3190885988
769	0.3187735004
770	0.3183850162
771	0.3179066811
772	0.3177673169
773	0.3175266449
774	0.317339956
775	0.3168968936
776	0.3165872841
777	0.3160697999
778	0.3158198184
779	0.3157998787
780	0.315567628
781	0.3149497952
782	0.3146440441
783	0.3143445838
784	0.313956168
785	0.3138493143
786	0.3134475673
787	0.3131274848
788	0.3130895301
789	0.3125959135
790	0.3122793892
791	0.3120332303
792	0.3118605555
793	0.3117655325
794	0.3114859541
795	0.3113649019
796	0.3112086651
797	0.310843792
798	0.3108110432
799	0.3105791186
800	0.3102006222
801	0.3100212293
802	0.3096869756
803	0.3092204167
804	0.3089494835
805	0.3086811241
806	0.3084153572
807	0.3083066348
808	0.3083062142
809	0.3077816531
810	0.3076604348
811	0.3073864195
812	0.3067693366
813	0.3067181059
814	0.3062541886
815	0.3058900293
816	0.3057259797
817	0.3055362693
818	0.3051030583
819	0.3049459649
820	0.3049186872
821	0.3048523879
822	0.3043979273
823	0.3039985131
824	0.3035823389
825	0.3032407178
826	0.3029649355
827	0.302733676
828	0.3023301425
829	0.3023279377
830	0.3020717267
831	0.3019092616
832	0.3016555714
833	0.3016172606
834	0.301415955
835	0.3013083892
836	0.3008314153
837	0.300546049
838	0.30005856
839	0.2997313993
840	0.2994208896
841	0.2992921859
842	0.2992607798
843	0.299086529
844	0.2989020824
845	0.2986428233
846	0.2983476797
847	0.2983153237
848	0.2977891281
849	0.2977569878
850	0.2977007876
851	0.2976938347
852	0.2974345119
853	0.2971659588
854	0.2971647461
855	0.2969826382
856	0.2967612559
857	0.2966822049
858	0.2964058696
859	0.2961909165
860	0.2959268848
861	0.2957901808
862	0.2957016435
863	0.2954503536
864	0.2951566769
865	0.2948576821
866	0.294622312
867	0.2943899062
868	0.2942180451
869	0.2939282187
870	0.2938660061
871	0.2936316649
872	0.2936200599
873	0.2933486377
874	0.2930567404
875	0.2928468312
876	0.2924644892
877	0.292234011
878	0.2919727562
879	0.2916240814
880	0.2916136662
881	0.2913892307
882	0.2911624305
883	0.2911265985
884	0.290812416
885	0.2904317058
886	0.2903253869
887	0.2899915815
888	0.2899294967
889	0.2899183003
890	0.2896180302
891	0.2894118639
892	0.289121025
893	0.2889818249
894	0.2887851959
895	0.2883700367
896	0.2881187109
897	0.2877865565
898	0.2876139278
899	0.2874730082
900	0.2873765491
901	0.2871315157
902	0.2870475149
903	0.2867697842
904	0.2863298902
905	0.2861543469
906	0.2861484266
907	0.2859700645
908	0.2859403461
909	0.2858683493
910	0.2855878953
911	0.285210546
912	0.2848365438
913	0.2845169673
914	0.2845018398
915	0.2843661506
916	0.2843660286
917	0.2843557225
918	0.2840742529
919	0.2839259873
920	0.2837286754
921	0.2835225787
922	0.2830369598
923	0.2830366005
924	0.2826812301
925	0.2821746292
926	0.2819740276
927	0.2816790375
928	0.2812388309
929	0.2809920129
930	0.2807248635
931	0.2806641257
932	0.2803678406
933	0.280333426
934	0.2800508208
935	0.2799207149
936	0.279732479
937	0.2795683208
938	0.2793030158
939	0.279246
940	0.2790460143
941	0.2789536108
942	0.2786784473
943	0.2783326838
944	0.2779441727
945	0.2776192172
946	0.2776169994
947	0.2770200599
948	0.2768407345
949	0.2766419673
950	0.2763931774
951	0.2761387095
952	0.2758301556
953	0.2756110279
954	0.2752129524
955	0.2750599401
956	0.27476816
957	0.2744628144
958	0.2741172964
959	0.2740357597
960	0.2737324949
961	0.2735202117
962	0.2734247952
963	0.2731585811
964	0.2729376175
965	0.2726732372
966	0.2724821671
967	0.2723000093
968	0.2719871339
969	0.2717808412
970	0.2713704147
971	0.2712847533
972	0.2710823249
973	0.2707080998
974	0.2703672186
975	0.2702605317
976	0.2700105917
977	0.2697008317
978	0.2695522107
979	0.2694837464
980	0.2690815144
981	0.2687965085
982	0.2684844119
983	0.2684070641
984	0.2681687164
985	0.2679331281
986	0.2675886124
987	0.2675017115
988	0.2671709267
989	0.2669332218
990	0.2666087269
991	0.2663146576
992	0.2661223751
993	0.2659696425
994	0.2656389546
995	0.2653973672
996	0.2650599857
997	0.2648086705
998	0.2645254232
999	0.2643257751
